REPORTE DESCONSOLIDACION / PROVISION,,,,,,,,,,,,,,ARRIBO,,PROVISION,FACTURACIÓN,
"FECHA DE DES-
CONSOLIDACION",ME,LINEA,CODIGO EMBALAJE,USO/MARCHAMO,OPERATIVO,OT,CLIENTE,B/L HOUSE,B/L MASTER,NUMERO CNTR.,TOTAL DE CONTENEDORES,NAVIERA,BARCO,ETA BARCO,ETA CONFIRMADA,FECHA DE PROVISION,NUMERO DE DTE,FECHA DE FACTURA
12/08/2025,465,53/1,CT,23,MARCELA,25OT1700,"GRANADOS CRUZ, S.A. DE C.V.",SYNTAO25SE060132,QGD1926057,ECMU7708370,1,CMA CGM,MAGDALENA SCHULTE 0M30QN1MA,15/08/2025,16/08/2025,15/08/2025,,
13/08/2025,465,60/1,PX,23,KRISIA,25OT1698,"ALMACENES BOU, S.A. DE C.V.",SYNTAO25SE060167,QGD1950540,CMAU5892584,1,CMA CGM,MAGDALENA SCHULTE 0M30QN1MA,15/08/2025,16/08/2025,15/08/2025,,
13/08/2025,465,66/1,PX,23,ERNESTO,25OT1931,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNTAO25SE060815,QGD1973522,"CMAU6124451, CMAU7838089",2,CMA CGM,MAGDALENA SCHULTE 0M30QN1MA,15/08/2025,16/08/2025,15/08/2025,,
13/08/2025,465,91/1,CT,23,INGRID,25OT1451,SERVITEK S.A DE C.V.,SYNCAN25SE050554,SHZ7219347,CMAU2854106,1,CMA CGM,MAGDALENA SCHULTE 0M30QN1MA,15/08/2025,16/08/2025,14/08/2025,,
13/08/2025,465,94/1,CT,23,SILVIA,25OT1380,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060006,SHZ7223036,"CMAU3743513, SEKU6436823",2,CMA CGM,MAGDALENA SCHULTE 0M30QN1MA,15/08/2025,16/08/2025,14/08/2025,,
13/08/2025,466,15/1,PK,23,KRISIA,25OT1406,LA SEMILLA SA DE CV (DISTRIBUIDORA COMERCIAL MENDOZA ),SYNCAN25SE060195,SHZ7280676,FCIU7313500,1,CMA CGM,MAGDALENA SCHULTE 0M30QN1MA,15/08/2025,16/08/2025,15/08/2025,,
15/08/2025,479,7/1,PK,23,JENNIFER,25OT1749,"ALPINA, LTDA. DE C.V.",WSLPGU2506201,AYN1251864,TXGU4346582,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
15/08/2025,479,15/1,PK,23,KRISIA,25OT1684,ROLANDO GONZALEZ PORTILLO,2506Q001129GP2,CHN2385201,TRHU2863782,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
15/08/2025,479,23/1,PK,23,SILVIA,25OT1655,"LA CASA DEL REPUESTO, S.A. DE C.V.",SYNSHA25SE062055,CHN2419038,TEMU4456144,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,14/08/2025,,
15/08/2025,479,26/1,PK,23,ERNESTO,25OT1920,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE062166,CHN2426084,ECMU7609640,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
15/08/2025,479,27/1,PK,23,ERNESTO,25OT1941,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE062212,CHN2430012,BMOU5487995,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
15/08/2025,479,31/1,PK,23,ERNESTO,25OT1753,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE070295,CHN2458701,SEKU5748133,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,29/08/2025,,
15/08/2025,479,44/1,PK,23,ERNESTO,25OT1131,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE060014,HKA2537899,SITU2819319,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
15/08/2025,479,45/1,CT,23,ERNESTO,25OT1487,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE060010,HKA2539966,ECMU7639201,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,479,47/1,PK,23,ERNESTO,25OT1633,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE060012,HKA2543628,ECMU7140315,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,479,51/1,PX,23,JONATHAN,25OT1507,"TRANSPORTES PESADOS, S.A. DE C.V.",NBOE25014709,JIX0113710,TRHU1769025,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,479,52/1,PK,23,JENNIFER,25OT1709,"MARIO´S AUTO PARTS, S.A. DE C.V.",SYNNKG25SE060016,JNG0255165,CMAU6155025,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,479,67/1,CT,23,ALBERTO,25OT1816,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNNGB25SE061274,NGP2501649,BMOU4339993 CAAU6196100 TCNU5405706 TGBU5311633,4,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,479,73/1,CT,23,ALBERTO,25OT1898,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNNGB25SE061783,NGP2515279,CMAU5800443 CMAU6899860 CMAU7627424,3,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,479,78/1,PK,23,ERNESTO,25OT1730,"AGROFERRETERIA EL ALGODÓN, S.A. DE C.V.",2506Q001132,NGP2542152,CMAU3811135,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,479,94/1,CT,23,NANCY,25OT1911,"FREUND DE EL SALVADOR, LTDA. DE C.V.",2506Q001418,QGD1978579,CMAU3873230 ECMU7355885  TCNU2673536,3,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,13/08/2025,,
16/08/2025,479,98/1,PK,23,JONATHAN,25OT1677,"TRANSPORTES PESADOS, S.A. DE C.V.",SYNTAO25SE061028,QGD1986791,GESU6891031,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,480,7/1,PK,23,KRISIA,25OT1716,LA SEMILLA SA DE CV (DISTRIBUIDORA COMERCIAL MENDOZA ),WPROJ25060061A,QGD2008775,GESU6897683,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,480,12/1,CT,23,ERNESTO,25OT1873,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES00100252,SEL1931465,ECMU7309072,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,480,13/1,PX,23,INGRID,25OT1989,"REPRESENTACIONES DIVERSAS, S.A. DE C.V.",PDES00100251,SEL1933474,APZU3432624,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,13/08/2025,,
16/08/2025,480,29/1,CT,23,INGRID,25OT1871,"REPRESENTACIONES DIVERSAS, S.A. DE C.V.",SYNCAN25SE060662,SHZ7331985,FFAU4779822   SEKU5720840,2,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,13/08/2025,,
16/08/2025,480,31/1,CT,23,ALBERTO,25OT1848,ALMACENES SIMAN S.A. DE C.V.,SYNCAN25SE060830,SHZ7339612,CMAU6727331 TCLU6257592,2,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,480,32/1,CT,23,SILVIA,25OT1780,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060829,SHZ7345914,"CMAU8362588,TCKU4614482",2,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,14/08/2025,,
16/08/2025,480,38/1,CT,23,SILVIA,25OT1776,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060445,SHZ7348423,CMAU2789187,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,14/08/2025,,
16/08/2025,480,41/1,CT,23,SILVIA,25OT1777,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060985,SHZ7370588,"CMAU9116439, TCLU4091286",2,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,14/08/2025,,
16/08/2025,480,42/1,CT,23,ERNESTO,25OT1369,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",BKKWSL2500222,THD1351191,TEMU9444450,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,480,43/1,CT,23,SILVIA,25OT1360,"JUGUESAL, S.A. DE C.V.",BKKWSL2500242,THD1355276,TLLU4346960,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,480,47/1,CT,23,NANCY,25OT1625,JOSE ANGEL MEJIA GUERRERO,SYNTSN25SE060130,TJN0660387,TIIU2687009,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,13/08/2025,,
16/08/2025,480,57/1,CT,23,KRISIA,25OT1802,"SAVONA, S.A. DE C.V.",2506Q001248,TJN0682668,APZU4383545,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
16/08/2025,480,74/1,CT,23,MARCELA,25OT1703,"GRANADOS CRUZ, S.A. DE C.V.",SYNTSN25SE060859,TJN0693163,"UETU7356865, CAIU9658416",2,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,82/1,CT,23,ERNESTO,25OT2022,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNTSN25SE070078,TJN0697422,CMAU9174590,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,84/1,BG,23,SILVIA,25OT2056,"TECNISPICE, S.A. DE C.V.",SYNTSN25SE070125,TJN0700761,BMOU5087387,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,14/08/2025,,
18/08/2025,480,85/1,CT,23,ERNESTO,25OT1399,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE050297,TWN0955535,SEGU4747610,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,86/1,CT,23,ERNESTO,25OT1575,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE060055,TWN0959795,CMAU8556475,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,87/1,CT,23,SILVIA,25OT1563,"LA CASA DEL REPUESTO, S.A. DE C.V.",SYNSHA25SE051594,TWN0960050,BMOU6719858,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,14/08/2025,,
18/08/2025,480,88/1,CT,23,JENNIFER,25OT1654,"MARIO´S AUTO PARTS, S.A. DE C.V.",SYNSHA25SE060308,TWN0963300,SEKU5812783,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,89/1,CT,23,ERNESTO,25OT1897,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE061925,TWN0968297,TCLU4068326,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,91/1,CT,24,ALBERTO,25OT1721,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNXMN25SE060091,XIA1636427,APZU4436769,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,93/1,CT,23,ALBERTO,25OT1942,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNNKG25SE060144,YGG0139808,UETU6525981,1,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,95/1,CT,23,ALBERTO,25OT1797,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNCAN25SE060451,ZSN0752180,CMAU4180158 CMAU5628870 GESU6748988,3,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,96/1,CT,23,ALBERTO,25OT1794,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNCAN25SE060452,ZSN0752181,APHU6558824 SEGU4614623 SEGU5063253 TCLU6710353,4,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,19/08/2025,,
18/08/2025,480,97/1,CT,23,ALBERTO,25OT1853,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNCAN25SE060635,ZSN0753758,TRLU7650957 GESU6178191,2,CMA CGM,NOMADIC HJELLESTAD 12S2OR,15/08/2025,24/08/2025,29/08/2025,,
16/08/2025,485,12/1,PX,24,KRISIA,25OT2072,"AMERICAN IMPORTS, S.A. DE C.V.",PDES00100256,256064381,HASU1103714,1,MAERSK,SEALAND LOS ANGELES  533S,18/08/2025,19/08/2025,19/08/2025,,
16/08/2025,485,36/1,PX,24,KRISIA,25OT2106,"AMERICAN IMPORTS, S.A. DE C.V.",PDES00100257,256128980,TTNU1112003,1,MAERSK,SEALAND LOS ANGELES  533S,18/08/2025,19/08/2025,22/08/2025,,
16/08/2025,485,121/1,BX,23,INGRID,25OT1672,"JURO, S.A. DE C.V.",CFPU11252600361,254648601,TRHU4947270,1,MAERSK,SEALAND LOS ANGELES  533S,18/08/2025,19/08/2025,16/08/2025,,
16/08/2025,485,141/1,PX,23,NANCY,25OT2360,"NRK INVERSIONES, S.V. DE C.V.",SCLO00047870,256586254,SUDU7522578,1,MAERSK,SEALAND LOS ANGELES  533S,18/08/2025,19/08/2025,19/08/2025,,
16/08/2025,486,26/1,PK,23,NANCY,25OT2479,"EMPRESA ELECTRICA DE ORIENTE, S.A. DE C.V.",CO4061151139,257094531,MRKU8344475,1,MAERSK,SEALAND LOS ANGELES  533S,18/08/2025,19/08/2025,19/08/2025,,
19/08/2025,492,10/1,CT,23,SILVIA,25OT1699,"JUGUESAL, S.A. DE C.V.",VLC011793,HLCUBC1250568285,UACU4104891,1,ZSN0753758A,THE WHALE SHARK 010E,26/08/2025,26/08/2025,25/08/2025,,
19/08/2025,492,11/1,CT,23,SILVIA,25OT1696,"JUGUESAL, S.A. DE C.V.",VLC011795,HLCUBC1250573328,CAAU2003800,1,HAPAG LLOYD,THE WHALE SHARK 010E,26/08/2025,26/08/2025,25/08/2025,,
19/08/2025,492,55/1,PX,23,SILVIA,25OT1743,"SOLAIRE, S.A. DE C.V.",0057849SH,HLCUGOA250607261,HLBU2589260,1,HAPAG LLOYD,THE WHALE SHARK 010E,26/08/2025,26/08/2025,26/08/2025,,
19/08/2025,55,1/1,VN,23,ERNESTO,25OT1718,"MAGNA AUTOMOTIVE DEALERSHIP, S.A. DE C.V.",S370623250650023,HDGLCNSV0631921,N/A,1,GLOVIS,MV RCC AMSTERDAM,19/08/2025,19/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,60/1,CT,23,NANCY,25OT2129,"FREUND DE EL SALVADOR, LTDA. DE C.V.",WLC50709677,ONEYNBOF88042701,TCNU6224744,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,69/1,PK,23,MARCELA,25OT2137,"QUIMICAS CONSOLIDADAS, S.A. DE C.V",WLC50713599,ONEYNBOF95941600,ONEU1831031,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,89/1,PK,23,ERNESTO,25OT2023,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES00100254,ONEYSELFB4213700,TLLU4737918,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,90/1,PX,23,ERNESTO,25OT2025,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES00100255,ONEYSELFB4214800,TEMU8638614,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,91/1,CT,23,ERNESTO,25OT2075,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES00100253,ONEYSELFB5030500,TRHU8041371,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,125/1,CT,23,NANCY,25OT2160,"FREUND DE EL SALVADOR, LTDA. DE C.V.",WLC50714135,ONEYSHAFL8160700,TRHU4015965,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,126/1,DR,23,MARCELA,25OT2101,"QUIMICAS CONSOLIDADAS, S.A. DE C.V",WLC50712370,ONEYSHAFL9378500,ONEU5097965 ONEU0412133 ONEU1543457 TGCU0226785 TRHU4854780,5,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,127/1,DR,23,MARCELA,25OT2102,"QUIMICAS CONSOLIDADAS, S.A. DE C.V",WLC50712372,ONEYSHAFL9388600,"TLLU5580145
TRHU5990250
ONEU0646888
ONEU1534917
ONEU5510889",5,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,138/1,PX,23,ERNESTO,25OT1917,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",WLC50616094,ONEYSZPFF6130401,ONEU7513953,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,145/1,CT,23,JONATHAN,25OT1810,"EL KANGURO, S.A. DE C.V.",WLC50618412,ONEYSZPFH8772600,ONEU1065640,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,146/1,CT,23,JONATHAN,25OT1804,"EL KANGURO, S.A. DE C.V.",WLC50617766,ONEYSZPFH9700500,"ONEU5635417, TLLU5700343",2,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,"147/1,
147/2",CT,23,INGRID,25OT1956,"PARTS PLUS, S.A. DE C.V.",WLC50617094A,ONEYSZPFJ0296600,SEKU4413135,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,148/1,PK,23,INGRID,25OT1792,SERVITEK  S.A DE C.V.,WLC50619861,ONEYSZPFJ2188800,ONEU7511734,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,162/1,PK,23,KRISIA,25OT2020,REPUESTOS DIDEA,WLC50704424,ONEYTAOFA6267700,"ONEU1634290
TGBU4480412",2,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,182/1,PK,23,JENNIFER,25OT2016,"MARIO´S AUTO PARTS, S.A. DE C.V.",SYNSHA25SE070517,ONEYTPEF52704800,TCNU7093844,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
20/08/2025,494,187/1,PK,23,INGRID,25OT1990,"LAJANDRA, S.A. DE C.V.",WLC50701821,ONEYTSNF38041900,TGBU9981309,1,ONE,X-PRESS MACHU PICCHU 0031 E,24/08/2025,30/08/2025,SOLICITUD DE PAGO,,
28/08/2025,58,22/1,VN,23,MARCELA,25OT2250,"DISTRIBUIDORA DE AUTOMOVILES, S.A. DE C.V.",MB00288,KKLUJPN617821,N/A,67,K-LINE,GEMINI LEADER 018,27/08/2025,8/28/2025,SOLICITUD DE PAGO,,
25/08/2025,505,102/1,PK,23,NANCY,25OT2453,ALVARENGA ANA CRISTINA,SCLO00048322,257283384,HASU5187890,1,MAERSK,GALLOWAY 534S,25/08/2025,8/27/2025,25/08/2025,,
25/08/2025,505,119/1,PK,23,NANCY,25OT2332,"CIRI EL SALVADOR, S.A. DE C.V.",TSL2506030C,257824032,MRSU7085074,1,MAERSK,GALLOWAY 534S,25/08/2025,8/27/2025,25/08/2025,,
25/08/2025,505,164/1,PX,24,NANCY,25OT2377,EFI LOGISTICS,SSZACL2506001,255034085,SUDU7610350,1,MAERSK,GALLOWAY 534S,25/08/2025,8/27/2025,19/08/2025,,
25/08/2025,505,171/1,CT,24,JONATHAN,25OT1878,"POLITORNO CENTROAMERICA, S.A. DE C.V.",RIOACL2506001,255185963,MRKU4108888,1,MAERSK,GALLOWAY 534S,25/08/2025,8/27/2025,19/08/2025,,
25/08/2025,507,182/1,CT,23,KRISIA,25OT2092,"SUMER, S.A. DE C.V",SYNNKG25SE070037,264332798,MRSU5097055,1,MAERSK,GALLOWAY 534S,25/08/2025,8/27/2025,19/08/2025,,
27/08/2025,496,18/1,CT,24,ALBERTO,25OT1521,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNCAN25SE060018,SHZ7223044,GAOU6269359,1,CMA CGM,X-PRESS MUCHU PICCHU 0M30UN1MA,24/08/2025,8/30/2025,27/08/2025,,
27/08/2025,496,70/1,CT,23,ALBERTO,25OT1851,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNCAN25SE060633,ZSN0755630,"CMAU4565592, CMAU5283417, CMAU5722891, TCNU9799784",4,CMA CGM,X-PRESS MUCHU PICCHU 0M30UN1MA,24/08/2025,8/30/2025,27/08/2025,,
27/08/2025,514,21/1,CT,23,KRISIA,25OT2069,"FELIX INFINITUM, S.A. DE C.V.",WLC50705479,ONEYSHAFK8368900,NYKU4745238,1,ONE,MAGDALENA SCHULTE 0033E,29/08/2025,13/9/2025,SOLICITUD DE PAGO,,
27/08/2025,515,11/1,CT,23,JOSE,25OT1670,"TECNISPICE, S.A. DE C.V.",GMLMUM003679,AMC2403380,UETU7477825,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
27/08/2025,515,18/1,PK,23,ERNESTO,25OT1753,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE070295,CHN2458701,SEKU5748133,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
27/08/2025,515,"22/1,
22/2,
22/3,
22/4,
22/5",CT,24,ALBERTO,25OT1998,INTRALOGIX S.A. DE C.V/CATCO CORP,"SHSAL250600013
SHSAL250600018
SHSAL250600019
SHSAL250600021
SHSAL250600023
SHSAL250600024",CHN2467131,TCNU5518261,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
27/08/2025,515,25/1,PK,23,ERNESTO,25OT1977,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE070784,CHN2485880,CMAU3161678,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
27/08/2025,515,26/1,PK,23,ERNESTO,25OT1976,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE070785,CHN2485934,"CSOU1252398, FCIU4533585",2,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
27/08/2025,515,27/1,CT,23,JENNIFER,25OT1945,"TECNOVIDRI, S.A. DE C.V.",SYNSHA25SE070880,CHN2490597,TCLU8619068,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,515,47/1,CT,23,NANCY,25OT2019,"FREUND DE EL SALVADOR, LTDA. DE C.V.",2506Q001639,GGZ2609102,TCKU6327820,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,515,81/1,CT,23,SILVIA,25OT1770,"JUGUESAL, S.A. DE C.V.",SYNNGB25SE070428,NGP2576492,ECMU2960610,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,515,82/1,PX,23,ERNESTO,25OT1604,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNGB25SE07042901,NGP2576493,CAAU2854311,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,515,85/1,CT,23,NANCY,25OT1903,"FREUND DE EL SALVADOR, LTDA. DE C.V.",2507Q001019-GP1,NGP2592516,DRYU4032185,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,515,89/1,CT,24,ALBERTO,25OT2070,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNNGB25SE070832,NGP2599102,DRYU4173898 TCLU4352245 TRLU6508589,3,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,3/1,CT,23,ALBERTO,25OT1346,"UNICOMER COMERCIAL DE EL SALVADOR, S.A. DE C.V.",SYNGB25SE07103202,NGP2613546,SEKU5770538,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,18/1,SX,23,ERNESTO,25OT2125,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNTAO25SE070344,QGD2038128,"CAIU7380120, SEKU1892271",2,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,3/09/2025,,
28/08/2025,516,40/1,CT,24,ALBERTO,25OT1801,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNCAN25SE061032,SHZ7368441,GCXU5859922,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,41/1,CT,23,SILVIA,25OT1796,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060984,SHZ7369451,TXGU7147413,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,43/1,CT,24,ALBERTO,25OT1970,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNCAN25SE070103,SHZ7382783,CMAU5928049 SEGU4749254,2,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
28/08/2025,516,60/1,CT,23,SILVIA,25OT1773,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE060442,SWA0431514,AMFU8899771,1,CMA CGM,MAGDALENA SCHULTE 0M30WN1MA,29/08/2025,13/9/2025,29/08/2025,,
